ParticipantID,SceneName,D0_Dis,D0_Den,D1_Dis,D1_Den,Dis(comparison),Den(comparison),Position,SelectedDoor,ReactTime
17,3Dis_den_4.6_7I6_3,4.6,7,6,3,7,1,0,1,1.69
17,2Dis_den_V_4.6_7I6_7,4.6,7,6,7,7,2,1,0,2.301
17,3Dis_den_6_7I5.6_3,6,7,5.6,3,3,1,0,1,1.644
17,3Dis_den_5.6_7I4.6_3,5.6,7,4.6,3,2,1,0,1,1.649
17,5Dis_den_V_5.6_3I6_3,5.6,3,6,3,5,2,1,0,1.751
17,5Dis_den_4.6_7I6_3,4.6,7,6,3,7,1,0,1,1.589
17,2Dis_den_4.6_3I6_3,4.6,3,6,3,7,2,0,0,1.649
17,2Dis_den_4.6_3I4.6_7,4.6,3,4.6,7,4,3,0,0,1.436
17,Dis_den_6_3I6_7,6,3,6,7,4,3,0,0,1.358
17,2Dis_den_V_6_3I6_7,6,3,6,7,4,3,1,0,1.305
17,3Dis_den_4.6_3I6_3,4.6,3,6,3,7,2,0,0,1.388
17,3Dis_den_4.6_7I5.6_7,4.6,7,5.6,7,6,2,0,0,2.344
17,2Dis_den_V_5.6_7I6_3,5.6,7,6,3,5,1,1,1,1.662
17,3Dis_den_5.6_7I5.6_3,5.6,7,5.6,3,4,1,0,1,1.814
17,4Dis_den_5.6_3I6_3,5.6,3,6,3,5,2,0,0,1.522
17,2Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,1,1.506
17,5Dis_den_V_5.6_7I4.6_3,5.6,7,4.6,3,2,1,1,1,2.026
17,5Dis_den_5.6_3I6_3,5.6,3,6,3,5,2,0,0,1.33
17,5Dis_den_V_6_7I5.6_3,6,7,5.6,3,3,1,1,1,1.418
17,4Dis_den_5.6_7I6_7,5.6,7,6,7,5,2,0,0,2.387
17,5Dis_den_V_6_3I6_7,6,3,6,7,4,3,1,0,1.759
17,Dis_den_4.6_7I5.6_3,4.6,7,5.6,3,6,1,0,1,1.93
17,4Dis_den_6_7I4.6_3,6,7,4.6,3,1,1,0,1,1.974
17,3Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,1,1.656
17,2Dis_den_6_3I6_7,6,3,6,7,4,3,0,0,1.558
17,3Dis_den_V_5.6_7I4.6_3,5.6,7,4.6,3,2,1,1,1,1.446
17,4Dis_den_V_4.6_7I5.6_7,4.6,7,5.6,7,6,2,1,0,1.532
17,4Dis_den_5.6_7I4.6_3,5.6,7,4.6,3,2,1,0,1,1.607
17,4Dis_den_4.6_7I6_7,4.6,7,6,7,7,2,0,0,2.106
17,2Dis_den_4.6_7I5.6_7,4.6,7,5.6,7,6,2,0,0,1.493
17,Dis_den_V_4.6_7I6_3,4.6,7,6,3,7,1,1,1,1.397
17,5Dis_den_V_5.6_7I6_7,5.6,7,6,7,5,2,1,0,1.427
17,5Dis_den_4.6_7I5.6_3,4.6,7,5.6,3,6,1,0,1,1.596
17,2Dis_den_4.6_3I5.6_3,4.6,3,5.6,3,6,2,0,0,1.473
17,4Dis_den_V_4.6_7I6_7,4.6,7,6,7,7,2,1,0,2.114
17,5Dis_den_V_4.6_7I5.6_3,4.6,7,5.6,3,6,1,1,1,1.705
17,Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,1,1.692
17,Dis_den_V_4.6_3I6_3,4.6,3,6,3,7,2,1,0,2.031
17,5Dis_den_V_5.6_7I5.6_3,5.6,7,5.6,3,4,1,1,1,1.725
17,5Dis_den_5.6_7I5.6_3,5.6,7,5.6,3,4,1,0,1,1.6
17,4Dis_den_6_7I5.6_3,6,7,5.6,3,3,1,0,1,1.667
17,Dis_den_V_4.6_7I6_7,4.6,7,6,7,7,2,1,0,1.975
17,Dis_den_4.6_3I4.6_7,4.6,3,4.6,7,4,3,0,0,1.602
17,4Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,1,1.26
17,3Dis_den_V_4.6_7I6_3,4.6,7,6,3,7,1,1,1,1.793
17,3Dis_den_V_5.6_7I6_7,5.6,7,6,7,5,2,1,0,1.744
17,2Dis_den_4.6_7I5.6_3,4.6,7,5.6,3,6,1,0,1,2.153
17,3Dis_den_V_6_7I5.6_3,6,7,5.6,3,3,1,1,1,1.5
17,4Dis_den_V_5.6_7I6_3,5.6,7,6,3,5,1,1,1,1.844
17,3Dis_den_V_4.6_3I5.6_3,4.6,3,5.6,3,6,2,1,0,1.659
17,2Dis_den_6_7I4.6_3,6,7,4.6,3,1,1,0,1,1.731
18,Dis_den_V_5.6_7I6_7,5.6,7,6,7,5,2,1,0,3.196
18,4Dis_den_5.6_7I4.6_3,5.6,7,4.6,3,2,1,0,1,2.559
18,2Dis_den_V_4.6_7I6_7,4.6,7,6,7,7,2,1,1,2.198
18,3Dis_den_4.6_7I6_3,4.6,7,6,3,7,1,0,0,1.558
18,Dis_den_V_4.6_7I5.6_7,4.6,7,5.6,7,6,2,1,0,1.436
18,2Dis_den_V_4.6_3I4.6_7,4.6,3,4.6,7,4,3,1,0,1.676
18,Dis_den_V_5.6_3I6_3,5.6,3,6,3,5,2,1,1,1.952
18,3Dis_den_V_4.6_3I4.6_7,4.6,3,4.6,7,4,3,1,1,1.27
18,3Dis_den_V_5.6_7I6_3,5.6,7,6,3,5,1,1,0,1.616
18,2Dis_den_4.6_7I6_7,4.6,7,6,7,7,2,0,1,1.989
18,4Dis_den_V_4.6_7I6_7,4.6,7,6,7,7,2,1,1,1.223
18,2Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,0,1.375
18,3Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,0,1.884
18,Dis_den_5.6_7I6_7,5.6,7,6,7,5,2,0,0,1.334
18,4Dis_den_V_4.6_7I5.6_7,4.6,7,5.6,7,6,2,1,0,2.1
18,5Dis_den_V_5.6_3I6_3,5.6,3,6,3,5,2,1,0,1.169
18,5Dis_den_V_4.6_3I5.6_3,4.6,3,5.6,3,6,2,1,0,3.511
18,3Dis_den_4.6_7I6_7,4.6,7,6,7,7,2,0,1,1.874
18,3Dis_den_5.6_7I4.6_3,5.6,7,4.6,3,2,1,0,0,1.678
18,2Dis_den_5.6_7I6_7,5.6,7,6,7,5,2,0,0,1.407
18,Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,0,1.111
18,5Dis_den_5.6_7I4.6_3,5.6,7,4.6,3,2,1,0,0,1.357
18,4Dis_den_V_5.6_7I6_3,5.6,7,6,3,5,1,1,0,1.609
18,Dis_den_5.6_7I5.6_3,5.6,7,5.6,3,4,1,0,0,2.164
18,Dis_den_V_6_3I6_7,6,3,6,7,4,3,1,1,1.476
18,3Dis_den_V_4.6_7I6_3,4.6,7,6,3,7,1,1,1,1.074
18,3Dis_den_V_6_7I5.6_3,6,7,5.6,3,3,1,1,1,0.977
18,Dis_den_V_6_7I5.6_3,6,7,5.6,3,3,1,1,1,0.998
18,5Dis_den_4.6_3I4.6_7,4.6,3,4.6,7,4,3,0,0,3.484
18,3Dis_den_V_6_3I6_7,6,3,6,7,4,3,1,0,2.308
18,3Dis_den_V_4.6_7I5.6_7,4.6,7,5.6,7,6,2,1,0,1.346
18,3Dis_den_4.6_3I6_3,4.6,3,6,3,7,2,0,0,1.914
18,3Dis_den_4.6_3I5.6_3,4.6,3,5.6,3,6,2,0,0,3.591
18,4Dis_den_V_6_7I5.6_3,6,7,5.6,3,3,1,1,0,2.636
18,4Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,0,3.113
18,4Dis_den_5.6_7I5.6_3,5.6,7,5.6,3,4,1,0,1,2.985
18,5Dis_den_4.6_7I5.6_3,4.6,7,5.6,3,6,1,0,1,2.561
18,2Dis_den_4.6_7I6_3,4.6,7,6,3,7,1,0,1,2.642
18,3Dis_den_5.6_3I6_3,5.6,3,6,3,5,2,0,0,2.512
18,Dis_den_6_7I4.6_3,6,7,4.6,3,1,1,0,0,2.684
18,2Dis_den_V_4.6_7I6_3,4.6,7,6,3,7,1,1,0,3.317
18,4Dis_den_4.6_3I5.6_3,4.6,3,5.6,3,6,2,0,1,2.925
18,2Dis_den_6_3I6_7,6,3,6,7,4,3,0,1,3.015
18,4Dis_den_V_6_3I6_7,6,3,6,7,4,3,1,1,3.025
18,4Dis_den_6_3I6_7,6,3,6,7,4,3,0,1,2.736
18,3Dis_den_V_5.6_7I6_7,5.6,7,6,7,5,2,1,1,3.514
18,4Dis_den_4.6_3I6_3,4.6,3,6,3,7,2,0,1,2.854
18,4Dis_den_5.6_3I6_3,5.6,3,6,3,5,2,0,0,2.6
18,Dis_den_6_3I6_7,6,3,6,7,4,3,0,1,2.841
18,5Dis_den_V_4.6_7I6_7,4.6,7,6,7,7,2,1,1,3.33
18,3Dis_den_4.6_3I4.6_7,4.6,3,4.6,7,4,3,0,1,2.621
18,2Dis_den_4.6_3I4.6_7,4.6,3,4.6,7,4,3,0,1,2.591
18,2Dis_den_V_5.6_7I6_7,5.6,7,6,7,5,2,1,0,3.012
18,Dis_den_4.6_7I6_3,4.6,7,6,3,7,1,0,0,2.685
18,Dis_den_V_5.6_7I6_3,5.6,7,6,3,5,1,1,1,3.601
18,4Dis_den_V_4.6_7I6_3,4.6,7,6,3,7,1,1,1,3.436
18,2Dis_den_V_4.6_7I5.6_3,4.6,7,5.6,3,6,1,1,0,2.635
18,Dis_den_V_5.6_7I5.6_3,5.6,7,5.6,3,4,1,1,1,3.135
18,3Dis_den_V_4.6_7I5.6_3,4.6,7,5.6,3,6,1,1,1,3.198
18,4Dis_den_V_4.6_7I5.6_3,4.6,7,5.6,3,6,1,1,1,1.982
18,2Dis_den_V_6_7I4.6_3,6,7,4.6,3,1,1,1,1,2.94
18,5Dis_den_4.6_3I5.6_3,4.6,3,5.6,3,6,2,0,0,2.787
18,Dis_den_V_6_7I4.6_3,6,7,4.6,3,1,1,1,1,2.811
18,5Dis_den_4.6_7I6_7,4.6,7,6,7,7,2,0,0,3.796
18,2Dis_den_V_6_7I5.6_3,6,7,5.6,3,3,1,1,1,3.704
18,Dis_den_V_4.6_7I6_3,4.6,7,6,3,7,1,1,0,4.041
18,Dis_den_4.6_3I6_3,4.6,3,6,3,7,2,0,1,3.53
18,4Dis_den_V_5.6_3I6_3,5.6,3,6,3,5,2,1,1,3.603
18,5Dis_den_4.6_7I5.6_7,4.6,7,5.6,7,6,2,0,0,3.095
18,4Dis_den_V_4.6_3I6_3,4.6,3,6,3,7,2,1,1,3.984
18,4Dis_den_4.6_7I6_3,4.6,7,6,3,7,1,0,0,3.546
18,Dis_den_V_4.6_3I4.6_7,4.6,3,4.6,7,4,3,1,1,3.803
18,Dis_den_5.6_7I4.6_3,5.6,7,4.6,3,2,1,0,0,3.811
18,2Dis_den_V_6_3I6_7,6,3,6,7,4,3,1,0,2.593
18,5Dis_den_6_3I6_7,6,3,6,7,4,3,0,1,1.886
18,2Dis_den_V_5.6_7I6_3,5.6,7,6,3,5,1,1,1,1.342
18,5Dis_den_V_4.6_3I6_3,4.6,3,6,3,7,2,1,1,1.166
18,4Dis_den_V_4.6_3I5.6_3,4.6,3,5.6,3,6,2,1,1,1.066
18,Dis_den_4.6_3I4.6_7,4.6,3,4.6,7,4,3,0,1,1.1
18,4Dis_den_6_7I4.6_3,6,7,4.6,3,1,1,0,1,2.081
18,2Dis_den_4.6_3I5.6_3,4.6,3,5.6,3,6,2,0,1,1.428
18,3Dis_den_4.6_7I5.6_3,4.6,7,5.6,3,6,1,0,1,1.291
18,4Dis_den_V_4.6_3I4.6_7,4.6,3,4.6,7,4,3,1,1,1.311
18,4Dis_den_V_5.6_7I6_7,5.6,7,6,7,5,2,1,0,0.922
18,3Dis_den_6_3I6_7,6,3,6,7,4,3,0,1,1.06
18,Dis_den_4.6_7I5.6_3,4.6,7,5.6,3,6,1,0,0,1.189
18,3Dis_den_V_4.6_7I6_7,4.6,7,6,7,7,2,1,1,0.882
18,2Dis_den_5.6_7I4.6_3,5.6,7,4.6,3,2,1,0,0,1.411
18,5Dis_den_V_4.6_7I5.6_3,4.6,7,5.6,3,6,1,1,0,1.488
18,3Dis_den_V_4.6_3I5.6_3,4.6,3,5.6,3,6,2,1,1,1.447
18,2Dis_den_5.6_3I6_3,5.6,3,6,3,5,2,0,1,4.842
18,Dis_den_6_7I5.6_3,6,7,5.6,3,3,1,0,1,14.716
18,5Dis_den_V_6_7I4.6_3,6,7,4.6,3,1,1,1,0,3.738
18,4Dis_den_4.6_7I5.6_3,4.6,7,5.6,3,6,1,0,0,4.024
18,5Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,1,3.776
18,2Dis_den_V_5.6_7I4.6_3,5.6,7,4.6,3,2,1,1,1,4.144
18,5Dis_den_V_5.6_7I6_7,5.6,7,6,7,5,2,1,1,3.958
18,5Dis_den_V_4.6_3I4.6_7,4.6,3,4.6,7,4,3,1,1,2.477
18,Dis_den_V_4.6_3I6_3,4.6,3,6,3,7,2,1,1,1.048
18,5Dis_den_V_5.6_7I5.6_3,5.6,7,5.6,3,4,1,1,0,1.969
18,5Dis_den_V_4.6_7I6_3,4.6,7,6,3,7,1,1,0,1.096
18,Dis_den_4.6_7I5.6_7,4.6,7,5.6,7,6,2,0,0,1.521
18,2Dis_den_5.6_7I5.6_3,5.6,7,5.6,3,4,1,0,1,1.3
18,Dis_den_5.6_3I6_3,5.6,3,6,3,5,2,0,1,1.12
18,5Dis_den_5.6_3I6_3,5.6,3,6,3,5,2,0,1,1.01
18,4Dis_den_5.6_7I6_7,5.6,7,6,7,5,2,0,1,1.089
18,5Dis_den_5.6_7I5.6_3,5.6,7,5.6,3,4,1,0,0,1.777
18,5Dis_den_V_6_3I6_7,6,3,6,7,4,3,1,1,1.73
18,4Dis_den_V_5.6_7I5.6_3,5.6,7,5.6,3,4,1,1,1,1.103
18,3Dis_den_V_4.6_3I6_3,4.6,3,6,3,7,2,1,1,3.217
18,2Dis_den_4.6_7I5.6_3,4.6,7,5.6,3,6,1,0,0,3.195
18,3Dis_den_V_5.6_7I4.6_3,5.6,7,4.6,3,2,1,1,1,2.884
18,Dis_den_4.6_3I5.6_3,4.6,3,5.6,3,6,2,0,1,1.501
18,3Dis_den_6_7I4.6_3,6,7,4.6,3,1,1,0,1,0.986
18,4Dis_den_4.6_3I4.6_7,4.6,3,4.6,7,4,3,0,1,1.644
18,3Dis_den_5.6_7I6_7,5.6,7,6,7,5,2,0,0,1.611
18,2Dis_den_V_5.6_3I6_3,5.6,3,6,3,5,2,1,1,1.187
18,3Dis_den_4.6_7I5.6_7,4.6,7,5.6,7,6,2,0,0,1.846
18,3Dis_den_V_5.6_7I5.6_3,5.6,7,5.6,3,4,1,1,1,1.565
18,5Dis_den_4.6_3I6_3,4.6,3,6,3,7,2,0,1,1.041
18,3Dis_den_V_5.6_3I6_3,5.6,3,6,3,5,2,1,1,0.921
18,Dis_den_V_5.6_7I4.6_3,5.6,7,4.6,3,2,1,1,1,0.941
18,2Dis_den_4.6_3I6_3,4.6,3,6,3,7,2,0,1,1.123
18,Dis_den_4.6_7I6_7,4.6,7,6,7,7,2,0,0,17.873
18,2Dis_den_V_5.6_7I5.6_3,5.6,7,5.6,3,4,1,1,1,1.611
18,3Dis_den_V_6_7I4.6_3,6,7,4.6,3,1,1,1,0,1.508
18,5Dis_den_V_5.6_7I6_3,5.6,7,6,3,5,1,1,0,1.843
18,2Dis_den_6_7I4.6_3,6,7,4.6,3,1,1,0,0,1.277
18,4Dis_den_V_5.6_7I4.6_3,5.6,7,4.6,3,2,1,1,0,1.558
18,2Dis_den_V_4.6_3I5.6_3,4.6,3,5.6,3,6,2,1,0,2.184
18,5Dis_den_V_5.6_7I4.6_3,5.6,7,4.6,3,2,1,1,1,4.294
18,2Dis_den_V_4.6_3I6_3,4.6,3,6,3,7,2,1,1,3.709
18,Dis_den_V_4.6_3I5.6_3,4.6,3,5.6,3,6,2,1,1,2.835
18,2Dis_den_6_7I5.6_3,6,7,5.6,3,3,1,0,1,2.401
18,5Dis_den_V_4.6_7I5.6_7,4.6,7,5.6,7,6,2,1,0,2.538
18,5Dis_den_6_7I4.6_3,6,7,4.6,3,1,1,0,0,1.945
18,5Dis_den_V_6_7I5.6_3,6,7,5.6,3,3,1,1,1,1.681
18,4Dis_den_6_7I5.6_3,6,7,5.6,3,3,1,0,1,1.561
18,4Dis_den_4.6_7I5.6_7,4.6,7,5.6,7,6,2,0,1,1.478
18,3Dis_den_6_7I5.6_3,6,7,5.6,3,3,1,0,1,1.355
18,2Dis_den_V_4.6_7I5.6_7,4.6,7,5.6,7,6,2,1,0,2.236
18,4Dis_den_4.6_7I6_7,4.6,7,6,7,7,2,0,1,2.599
18,5Dis_den_4.6_7I6_3,4.6,7,6,3,7,1,0,0,2.22
18,3Dis_den_5.6_7I5.6_3,5.6,7,5.6,3,4,1,0,1,2.599
18,Dis_den_V_4.6_7I6_7,4.6,7,6,7,7,2,1,0,2.417
18,Dis_den_V_4.6_7I5.6_3,4.6,7,5.6,3,6,1,1,1,1.804
18,5Dis_den_6_7I5.6_3,6,7,5.6,3,3,1,0,0,1.587
18,5Dis_den_5.6_7I6_7,5.6,7,6,7,5,2,0,1,2.309
18,4Dis_den_V_6_7I4.6_3,6,7,4.6,3,1,1,1,1,4.476
18,2Dis_den_4.6_7I5.6_7,4.6,7,5.6,7,6,2,0,1,4.201
19,5Dis_den_6_7I5.6_3,6,7,5.6,3,3,1,0,1,2.486
19,Dis_den_V_4.6_7I6_3,4.6,7,6,3,7,1,1,1,3.147
19,5Dis_den_4.6_7I6_7,4.6,7,6,7,7,2,0,0,2.861
19,3Dis_den_4.6_7I5.6_3,4.6,7,5.6,3,6,1,0,1,1.855
19,2Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,1,1.997
19,4Dis_den_4.6_7I6_7,4.6,7,6,7,7,2,0,1,3.2
19,2Dis_den_5.6_7I4.6_3,5.6,7,4.6,3,2,1,0,1,2.412
19,Dis_den_V_5.6_7I6_7,5.6,7,6,7,5,2,1,0,2.893
19,3Dis_den_V_4.6_3I4.6_7,4.6,3,4.6,7,4,3,1,0,1.68
19,4Dis_den_5.6_7I6_7,5.6,7,6,7,5,2,0,0,3.252
19,2Dis_den_4.6_7I5.6_7,4.6,7,5.6,7,6,2,0,1,2.8
19,3Dis_den_4.6_7I6_3,4.6,7,6,3,7,1,0,1,2.33
19,2Dis_den_6_7I5.6_3,6,7,5.6,3,3,1,0,1,2.257
19,4Dis_den_4.6_7I5.6_7,4.6,7,5.6,7,6,2,0,0,2.573
19,3Dis_den_6_7I4.6_3,6,7,4.6,3,1,1,0,1,2.357
19,3Dis_den_V_5.6_7I5.6_3,5.6,7,5.6,3,4,1,1,1,2.561
19,4Dis_den_V_5.6_3I6_3,5.6,3,6,3,5,2,1,1,1.459
19,Dis_den_V_5.6_7I4.6_3,5.6,7,4.6,3,2,1,1,1,1.746
19,3Dis_den_V_5.6_7I6_3,5.6,7,6,3,5,1,1,1,2.298
19,2Dis_den_V_5.6_7I6_3,5.6,7,6,3,5,1,1,1,2.981
19,3Dis_den_4.6_3I4.6_7,4.6,3,4.6,7,4,3,0,0,2.426
19,3Dis_den_V_5.6_7I6_7,5.6,7,6,7,5,2,1,0,3.519
19,2Dis_den_V_4.6_7I6_7,4.6,7,6,7,7,2,1,0,2.845
19,2Dis_den_5.6_3I6_3,5.6,3,6,3,5,2,0,0,2.773
19,Dis_den_4.6_7I5.6_3,4.6,7,5.6,3,6,1,0,1,2.299
19,3Dis_den_5.6_7I5.6_3,5.6,7,5.6,3,4,1,0,1,2.702
19,5Dis_den_5.6_7I4.6_3,5.6,7,4.6,3,2,1,0,1,2.123
19,Dis_den_V_4.6_3I6_3,4.6,3,6,3,7,2,1,1,2.482
19,5Dis_den_4.6_7I6_3,4.6,7,6,3,7,1,0,1,3.275
19,Dis_den_6_7I5.6_3,6,7,5.6,3,3,1,0,1,2.333
19,4Dis_den_6_7I5.6_3,6,7,5.6,3,3,1,0,1,1.874
19,2Dis_den_V_5.6_7I4.6_3,5.6,7,4.6,3,2,1,1,1,1.985
19,4Dis_den_V_5.6_7I6_7,5.6,7,6,7,5,2,1,0,2.393
19,2Dis_den_4.6_3I6_3,4.6,3,6,3,7,2,0,0,2.037
19,5Dis_den_5.6_7I6_7,5.6,7,6,7,5,2,0,1,2.159
19,3Dis_den_4.6_7I5.6_7,4.6,7,5.6,7,6,2,0,0,3.632
19,2Dis_den_4.6_3I4.6_7,4.6,3,4.6,7,4,3,0,0,2.678
19,2Dis_den_6_3I6_7,6,3,6,7,4,3,0,0,2.176
19,Dis_den_5.6_7I6_7,5.6,7,6,7,5,2,0,0,3.99
19,5Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,1,2.311
19,5Dis_den_V_4.6_3I5.6_3,4.6,3,5.6,3,6,2,1,0,1.684
19,2Dis_den_V_4.6_7I5.6_3,4.6,7,5.6,3,6,1,1,1,1.66
19,5Dis_den_V_4.6_7I5.6_7,4.6,7,5.6,7,6,2,1,0,2.099
19,5Dis_den_4.6_3I4.6_7,4.6,3,4.6,7,4,3,0,0,1.93
19,3Dis_den_V_4.6_7I6_3,4.6,7,6,3,7,1,1,1,1.669
19,4Dis_den_V_5.6_7I5.6_3,5.6,7,5.6,3,4,1,1,1,2.156
19,Dis_den_V_5.6_3I6_3,5.6,3,6,3,5,2,1,0,1.571
19,2Dis_den_V_4.6_3I6_3,4.6,3,6,3,7,2,1,0,2.534
19,2Dis_den_V_6_3I6_7,6,3,6,7,4,3,1,0,2.144
19,2Dis_den_V_4.6_7I6_3,4.6,7,6,3,7,1,1,1,2.679
19,4Dis_den_5.6_7I5.6_3,5.6,7,5.6,3,4,1,0,1,3.339
19,Dis_den_V_4.6_3I5.6_3,4.6,3,5.6,3,6,2,1,0,1.783
19,5Dis_den_6_3I6_7,6,3,6,7,4,3,0,0,1.962
19,4Dis_den_V_4.6_7I5.6_7,4.6,7,5.6,7,6,2,1,0,2.605
19,3Dis_den_V_6_3I6_7,6,3,6,7,4,3,1,0,1.957
19,5Dis_den_V_6_7I4.6_3,6,7,4.6,3,1,1,1,1,2.124
19,4Dis_den_V_4.6_3I5.6_3,4.6,3,5.6,3,6,2,1,0,2.654
19,3Dis_den_V_6_7I4.6_3,6,7,4.6,3,1,1,1,1,2.369
19,4Dis_den_4.6_3I4.6_7,4.6,3,4.6,7,4,3,0,0,2.593
19,5Dis_den_V_4.6_7I6_3,4.6,7,6,3,7,1,1,1,2.599
19,Dis_den_6_7I4.6_3,6,7,4.6,3,1,1,0,1,2.817
19,Dis_den_4.6_7I6_7,4.6,7,6,7,7,2,0,0,2.352
19,3Dis_den_5.6_7I4.6_3,5.6,7,4.6,3,2,1,0,1,2.315
19,Dis_den_V_5.6_7I6_3,5.6,7,6,3,5,1,1,1,2.582
19,3Dis_den_V_4.6_3I5.6_3,4.6,3,5.6,3,6,2,1,0,1.555
19,Dis_den_4.6_7I6_3,4.6,7,6,3,7,1,0,1,3.297
19,2Dis_den_V_5.6_3I6_3,5.6,3,6,3,5,2,1,0,2.24
19,Dis_den_5.6_7I4.6_3,5.6,7,4.6,3,2,1,0,1,2.184
19,4Dis_den_6_3I6_7,6,3,6,7,4,3,0,0,2.09
19,3Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,1,1.68
19,Dis_den_4.6_3I5.6_3,4.6,3,5.6,3,6,2,0,0,1.49
19,4Dis_den_V_4.6_7I6_7,4.6,7,6,7,7,2,1,0,2.083
19,3Dis_den_V_5.6_7I4.6_3,5.6,7,4.6,3,2,1,1,1,3.005
19,Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,1,2.673
19,Dis_den_V_4.6_3I4.6_7,4.6,3,4.6,7,4,3,1,0,3.017
19,5Dis_den_V_5.6_7I5.6_3,5.6,7,5.6,3,4,1,1,1,1.947
19,4Dis_den_4.6_7I6_3,4.6,7,6,3,7,1,0,1,1.95
19,Dis_den_V_4.6_7I5.6_3,4.6,7,5.6,3,6,1,1,1,2.471
19,Dis_den_5.6_3I6_3,5.6,3,6,3,5,2,0,0,2.356
19,4Dis_den_V_6_3I6_7,6,3,6,7,4,3,1,0,4.316
19,5Dis_den_V_5.6_7I6_7,5.6,7,6,7,5,2,1,0,2.756
19,2Dis_den_V_6_7I5.6_3,6,7,5.6,3,3,1,1,1,1.764
19,3Dis_den_V_4.6_7I5.6_3,4.6,7,5.6,3,6,1,1,1,2.126
19,5Dis_den_V_4.6_7I6_7,4.6,7,6,7,7,2,1,0,2.709
19,5Dis_den_V_4.6_7I5.6_3,4.6,7,5.6,3,6,1,1,1,1.669
19,3Dis_den_6_3I6_7,6,3,6,7,4,3,0,0,1.335
19,2Dis_den_6_7I4.6_3,6,7,4.6,3,1,1,0,1,1.838
19,2Dis_den_V_5.6_7I6_7,5.6,7,6,7,5,2,1,0,2.127
19,5Dis_den_V_5.6_3I6_3,5.6,3,6,3,5,2,1,0,2.313
19,2Dis_den_V_5.6_7I5.6_3,5.6,7,5.6,3,4,1,1,1,2.409
19,Dis_den_4.6_3I4.6_7,4.6,3,4.6,7,4,3,0,0,2.34
19,4Dis_den_V_6_7I4.6_3,6,7,4.6,3,1,1,1,1,2.382
19,3Dis_den_6_7I5.6_3,6,7,5.6,3,3,1,0,1,2.183
19,5Dis_den_5.6_7I5.6_3,5.6,7,5.6,3,4,1,0,1,1.881
19,3Dis_den_4.6_3I6_3,4.6,3,6,3,7,2,0,0,1.72
19,4Dis_den_V_4.6_7I6_3,4.6,7,6,3,7,1,1,1,1.996
19,2Dis_den_4.6_7I6_7,4.6,7,6,7,7,2,0,0,2.33
19,4Dis_den_5.6_7I6_3,5.6,7,6,3,5,1,0,1,1.787
19,3Dis_den_5.6_3I6_3,5.6,3,6,3,5,2,0,0,1.677
19,3Dis_den_V_4.6_3I6_3,4.6,3,6,3,7,2,1,1,3.31
19,Dis_den_V_6_7I5.6_3,6,7,5.6,3,3,1,1,1,2.499
19,4Dis_den_V_5.6_7I6_3,5.6,7,6,3,5,1,1,1,1.872
19,Dis_den_4.6_3I6_3,4.6,3,6,3,7,2,0,0,2.399
19,5Dis_den_V_4.6_3I6_3,4.6,3,6,3,7,2,1,0,2.541
19,5Dis_den_6_7I4.6_3,6,7,4.6,3,1,1,0,1,2.617
19,5Dis_den_V_4.6_3I4.6_7,4.6,3,4.6,7,4,3,1,0,1.917
19,2Dis_den_V_4.6_3I4.6_7,4.6,3,4.6,7,4,3,1,0,2.08
19,5Dis_den_V_5.6_7I6_3,5.6,7,6,3,5,1,1,1,1.708
19,5Dis_den_V_5.6_7I4.6_3,5.6,7,4.6,3,2,1,1,1,2.833
19,2Dis_den_4.6_7I6_3,4.6,7,6,3,7,1,0,0,3.131
19,Dis_den_V_6_3I6_7,6,3,6,7,4,3,1,0,2.038
19,2Dis_den_V_4.6_7I5.6_7,4.6,7,5.6,7,6,2,1,0,2.504
19,2Dis_den_4.6_7I5.6_3,4.6,7,5.6,3,6,1,0,1,2.693
19,5Dis_den_4.6_7I5.6_7,4.6,7,5.6,7,6,2,0,0,4.226
19,4Dis_den_4.6_3I5.6_3,4.6,3,5.6,3,6,2,0,0,2.446
19,5Dis_den_5.6_3I6_3,5.6,3,6,3,5,2,0,0,1.385
19,4Dis_den_6_7I4.6_3,6,7,4.6,3,1,1,0,1,2.336
19,4Dis_den_V_4.6_3I4.6_7,4.6,3,4.6,7,4,3,1,0,1.625
19,4Dis_den_V_6_7I5.6_3,6,7,5.6,3,3,1,1,1,1.827
19,5Dis_den_4.6_7I5.6_3,4.6,7,5.6,3,6,1,0,1,1.916
19,4Dis_den_5.6_7I4.6_3,5.6,7,4.6,3,2,1,0,1,1.892
19,2Dis_den_V_6_7I4.6_3,6,7,4.6,3,1,1,1,1,1.972
